Order ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Customer Name,Customer Segment,Region,State,Order Date,Ship Date
ORD-103074,BIC Cristal Pens,Office Supplies,Art,42.72,7,0.2,3.11,22.43,Michael Hughes,Consumer,Central,Michigan,2021-02-19,2021-02-21
ORD-103075,Navigator Paper,Office Supplies,Paper,150.55,3,0.4,-21.71,26.08,Rhonda Carter,Corporate,Central,Texas,2022-03-31,2022-04-03
ORD-103076,Safco Round Table,Furniture,Tables,217.24,7,0.0,12.27,27.62,Cory Gibson,Corporate,South,Georgia,2021-02-03,2021-02-07
ORD-103077,BIC Cristal Pens,Office Supplies,Art,113.19,4,0.2,9.33,13.48,Dominique Salinas,Home Office,South,Louisiana,2021-10-27,2021-10-30
ORD-103078,Expo Dry Erase,Office Supplies,Art,84.93,3,0.0,14.79,22.84,Sherri Holmes,Corporate,East,Maryland,2023-04-26,2023-05-02
ORD-103079,Konica Minolta,Technology,Copiers,424.78,5,0.1,9.25,31.57,Jermaine Wolf,Consumer,South,Florida,2022-05-09,2022-05-12
ORD-103080,Rubbermaid Tote,Office Supplies,Storage,94.59,9,0.5,-12.9,30.34,Matthew Jones,Corporate,South,Mississippi,2021-06-28,2021-07-02
ORD-103081,Canon Printer,Technology,Machines,209.81,2,0.1,4.9,18.73,Raymond Guerra,Home Office,West,Colorado,2021-12-13,2021-12-16
ORD-103082,Epson Scanner,Technology,Machines,662.71,4,0.2,-7.02,22.61,Jessica Scott,Corporate,East,Virginia,2022-10-26,2022-10-29
ORD-103083,Humanscale Chair,Furniture,Chairs,446.31,2,0.3,-65.92,29.35,Trevor Martinez,Consumer,West,Oregon,2021-07-27,2021-07-31
ORD-103084,Lorell Glass Table,Furniture,Tables,290.57,3,0.4,-57.56,9.56,Wanda Yang,Corporate,East,New York,2022-02-21,2022-02-24
ORD-103085,Bush Furniture Bookcase,Furniture,Bookcases,203.92,10,0.0,21.74,11.18,James Gomez,Corporate,East,New York,2023-03-01,2023-03-04
ORD-103086,Canon imageRUNNER,Technology,Copiers,348.96,3,0.0,39.77,23.08,Connie Rios,Corporate,East,New Jersey,2021-05-30,2021-06-05
ORD-103087,Lorell Mirror,Furniture,Furnishings,350.5,10,0.0,30.44,10.5,Michael Arroyo,Home Office,West,California,2022-01-11,2022-01-14
ORD-103088,Fiskars Scissors,Office Supplies,Supplies,84.98,1,0.2,-0.04,23.34,John Davis,Corporate,South,Alabama,2022-05-17,2022-05-19
ORD-103089,Bush Furniture Bookcase,Furniture,Bookcases,500.97,4,0.0,72.06,18.92,Brian Williams,Home Office,West,Oregon,2021-06-12,2021-06-18
ORD-103090,Sauder Bookcase,Furniture,Bookcases,425.7,7,0.2,-32.04,14.58,Ashley Johnston,Corporate,Central,Ohio,2023-11-12,2023-11-18
ORD-103091,Memorex Tape,Office Supplies,Supplies,34.67,1,0.3,2.69,5.13,Christina Hoffman,Consumer,West,Nevada,2021-04-30,2021-05-05
ORD-103092,Navigator Paper,Office Supplies,Paper,88.04,2,0.0,16.07,10.29,Courtney Gardner,Corporate,West,Oregon,2022-05-02,2022-05-06
ORD-103093,HP Office Paper,Office Supplies,Paper,103.34,9,0.0,28.77,23.51,Katherine Evans,Consumer,West,Washington,2021-08-20,2021-08-23
ORD-103094,Safco Round Table,Furniture,Tables,307.23,2,0.0,50.36,11.81,Penny Wilson,Home Office,West,Colorado,2022-12-19,2022-12-21
ORD-103095,Staedtler Pens,Office Supplies,Art,124.66,1,0.0,20.72,25.94,Alex Walker,Home Office,West,Washington,2023-08-16,2023-08-20
ORD-103096,Konica Minolta,Technology,Copiers,302.19,3,0.0,68.86,18.04,Brandon Morse,Consumer,South,Louisiana,2023-04-02,2023-04-05
ORD-103097,Jabra Headset,Technology,Accessories,44.02,3,0.0,7.59,19.36,Kimberly Cooper,Corporate,South,Georgia,2023-11-05,2023-11-08
ORD-103098,Staples Standard Envelopes,Office Supplies,Envelopes,44.21,6,0.3,-1.94,5.98,Aaron Martinez,Home Office,East,New Jersey,2021-06-21,2021-06-24
ORD-103099,Canon Printer,Technology,Machines,362.19,9,0.0,58.71,18.88,Eric Chandler,Corporate,South,North Carolina,2023-12-05,2023-12-08
ORD-103100,Global Leather Chair,Furniture,Chairs,243.73,10,0.1,-8.5,27.69,Michael Moore,Consumer,South,Alabama,2022-08-20,2022-08-23
ORD-103101,Fellowes Storage Case,Office Supplies,Storage,163.34,4,0.0,51.19,25.65,Rebecca Taylor,Consumer,Central,Missouri,2022-04-11,2022-04-18
ORD-103102,Acco Staple Remover,Office Supplies,Supplies,52.81,4,0.4,-1.1,7.77,William West,Corporate,South,Louisiana,2021-01-16,2021-01-18
ORD-103103,Belkin USB Hub,Technology,Accessories,346.09,2,0.3,-18.53,16.82,Wanda Yang,Consumer,East,New Jersey,2022-01-19,2022-01-23
ORD-103104,Hammermill Copy Paper,Office Supplies,Paper,87.98,1,0.1,9.41,6.49,Ashley Johnston,Consumer,East,New Jersey,2023-05-25,2023-05-30
ORD-103105,Memorex Tape,Office Supplies,Supplies,121.48,5,0.1,17.77,30.79,Yvonne Wilson,Consumer,East,Massachusetts,2023-08-19,2023-08-23
ORD-103106,Rubbermaid Tote,Office Supplies,Storage,74.75,1,0.1,5.59,22.32,Ashley Johnson,Home Office,East,Pennsylvania,2023-06-20,2023-06-24
ORD-103107,Samsung Galaxy S22,Technology,Phones,267.02,2,0.5,-80.66,33.96,Samantha West,Consumer,East,Connecticut,2021-02-21,2021-02-24
ORD-103108,Lorell Mirror,Furniture,Furnishings,311.47,10,0.3,-62.24,12.72,Carol Wilson,Consumer,South,Tennessee,2022-07-16,2022-07-21
ORD-103109,Nokia 5310,Technology,Phones,367.51,5,0.0,91.33,35.51,Mary Meza,Consumer,West,Utah,2023-03-29,2023-04-02
ORD-103110,Global Leather Chair,Furniture,Chairs,453.92,5,0.2,-27.97,21.53,David Hoffman,Consumer,West,Colorado,2023-09-17,2023-09-22
ORD-103111,Hon 10500 Table,Furniture,Tables,299.55,3,0.0,58.11,33.76,Nathan Jennings,Consumer,South,Louisiana,2022-04-17,2022-04-20
ORD-103112,Advantus Ring Binder,Furniture,Furnishings,372.49,8,0.5,-117.85,27.17,Amy Reyes,Corporate,Central,Wisconsin,2022-01-09,2022-01-13
ORD-103113,Memorex Tape,Office Supplies,Supplies,44.37,10,0.0,10.64,17.47,Antonio Yates,Home Office,West,Colorado,2022-01-25,2022-01-28
ORD-103114,OIC Binder Clips,Office Supplies,Fasteners,116.54,8,0.0,21.96,20.38,Jeremy Thomas,Consumer,Central,Minnesota,2023-05-18,2023-05-20
ORD-103115,Bush Furniture Bookcase,Furniture,Bookcases,344.94,7,0.2,-26.97,20.84,Connie Rios,Consumer,West,Arizona,2022-10-16,2022-10-20
ORD-103116,Bestar Folding Table,Furniture,Tables,287.92,1,0.3,-76.12,19.86,Wanda Yang,Home Office,Central,Illinois,2021-11-15,2021-11-18
ORD-103117,Wilson Jones Binder,Office Supplies,Binders,82.9,5,0.4,-4.27,31.25,Stephanie Stevenson,Consumer,West,California,2022-02-03,2022-02-06
ORD-103118,Advantus Ring Binder,Furniture,Furnishings,234.23,6,0.1,5.3,15.33,Joshua Butler,Home Office,South,Georgia,2021-12-29,2022-01-05
ORD-103119,Wilson Jones Binder,Office Supplies,Binders,65.81,2,0.0,15.66,16.93,Robert Allen,Home Office,West,Oregon,2022-06-30,2022-07-03
ORD-103120,Zebra Label Printer,Technology,Machines,375.36,9,0.1,19.91,18.59,Jennifer Wright,Corporate,Central,Texas,2022-06-28,2022-07-03
ORD-103121,Sauder Bookcase,Furniture,Bookcases,469.91,5,0.3,-43.96,29.72,Jason Clark,Consumer,West,Arizona,2022-09-07,2022-09-10
ORD-103122,Staples Standard Staples,Office Supplies,Fasteners,70.64,6,0.0,17.3,28.91,Frederick Moss,Consumer,South,Georgia,2021-12-22,2021-12-28
ORD-103123,Steelcase Leap,Furniture,Chairs,374.49,6,0.3,-40.4,17.54,David Martinez,Consumer,West,Utah,2023-12-18,2023-12-23
ORD-103124,Zebra Label Printer,Technology,Machines,138.92,6,0.5,-23.57,27.72,Jennifer Wilson,Home Office,West,Colorado,2021-06-04,2021-06-09
ORD-103125,Avery Heavy Duty Binder,Office Supplies,Binders,71.77,4,0.2,3.02,18.88,James Smith,Consumer,East,Pennsylvania,2021-12-18,2021-12-21
ORD-103126,Hon 4070 Chair,Furniture,Chairs,626.55,7,0.2,-28.14,31.47,David Johnson,Consumer,Central,Wisconsin,2023-02-26,2023-03-04
ORD-103127,Advantus Ring Binder,Furniture,Furnishings,263.64,2,0.1,-23.8,21.53,Robert Allen,Corporate,South,North Carolina,2021-08-22,2021-08-26
ORD-103128,Motorola Edge,Technology,Phones,632.36,2,0.0,71.29,20.09,Kimberly Kelley,Consumer,South,Florida,2021-03-17,2021-03-20
ORD-103129,Avery Flexi-View,Office Supplies,Binders,57.89,3,0.4,-6.75,17.13,Mark Chapman,Home Office,East,New York,2021-01-05,2021-01-07
ORD-103130,Avery File Folder Labels,Office Supplies,Labels,135.33,2,0.0,35.0,24.66,Michael Hughes,Consumer,East,Pennsylvania,2023-05-02,2023-05-07
ORD-103131,Sharp MX,Technology,Copiers,384.75,9,0.4,-47.93,15.12,Michael Moore,Consumer,South,Mississippi,2022-08-28,2022-08-30
ORD-103132,Epson Scanner,Technology,Machines,313.94,4,0.3,-16.64,13.86,Tiffany Lloyd,Consumer,West,Oregon,2021-05-07,2021-05-11
ORD-103133,HP LaserJet,Technology,Machines,421.73,10,0.2,28.86,27.62,Taylor Howard,Corporate,Central,Texas,2023-12-29,2024-01-04
ORD-103134,Rubbermaid Tote,Office Supplies,Storage,120.95,3,0.1,19.92,6.19,Taylor Sims,Corporate,South,Louisiana,2023-07-25,2023-08-01
ORD-103135,Hon 10500 Table,Furniture,Tables,266.52,2,0.0,36.54,24.17,Drew Salazar,Consumer,South,Tennessee,2022-10-06,2022-10-09
ORD-103136,Sauder Bookcase,Furniture,Bookcases,298.96,1,0.5,-105.86,18.19,Kimberly Ryan,Home Office,Central,Missouri,2022-07-13,2022-07-17
ORD-103137,Mead Envelopes,Office Supplies,Envelopes,77.09,7,0.2,4.95,27.62,Katherine Parker,Corporate,South,Alabama,2023-06-08,2023-06-12
ORD-103138,Lorell Mirror,Furniture,Furnishings,419.23,3,0.0,38.08,13.78,Jennifer Wright,Consumer,East,Massachusetts,2023-05-09,2023-05-12
ORD-103139,Jabra Headset,Technology,Accessories,216.53,9,0.0,39.59,28.53,Nicole Jimenez,Corporate,Central,Missouri,2022-08-19,2022-08-21
ORD-103140,HP LaserJet,Technology,Machines,428.15,6,0.0,81.05,19.03,James Gomez,Consumer,West,Oregon,2022-07-23,2022-07-26
ORD-103141,Sauder Bookcase,Furniture,Bookcases,420.38,6,0.1,29.82,17.44,Samantha Hernandez,Home Office,South,Louisiana,2022-05-16,2022-05-19
ORD-103142,Staples Standard Envelopes,Office Supplies,Envelopes,70.99,9,0.3,-3.61,15.74,Rebecca Lewis,Consumer,Central,Illinois,2022-06-01,2022-06-05
ORD-103143,Bush Furniture Bookcase,Furniture,Bookcases,185.18,10,0.0,24.99,25.22,Amy Reyes,Consumer,West,Utah,2021-04-16,2021-04-18
ORD-103144,Konica Minolta,Technology,Copiers,641.81,10,0.0,105.41,17.46,Taylor Barry,Home Office,Central,Wisconsin,2023-05-27,2023-05-30
ORD-103145,Humanscale Chair,Furniture,Chairs,281.03,6,0.1,26.23,10.84,Adam White,Corporate,East,New York,2022-04-04,2022-04-08
ORD-103146,Realspace Bookcase,Furniture,Bookcases,370.67,6,0.0,45.15,37.23,Michael Duran,Home Office,Central,Texas,2021-09-21,2021-09-24
ORD-103147,HP Wireless Mouse,Technology,Accessories,219.45,7,0.2,11.84,7.98,Michele Moore,Consumer,Central,Michigan,2023-09-15,2023-09-18
ORD-103148,Canon imageRUNNER,Technology,Copiers,261.34,2,0.1,11.32,21.68,Mark Hansen,Home Office,West,Oregon,2021-05-02,2021-05-06
ORD-103149,Jabra Headset,Technology,Accessories,354.52,4,0.2,-3.29,11.2,Timothy Best,Home Office,Central,Minnesota,2023-10-13,2023-10-15
ORD-103150,Memorex Tape,Office Supplies,Supplies,82.91,4,0.0,12.27,26.67,Nathan Bradshaw,Home Office,South,Florida,2021-07-29,2021-08-02
ORD-103151,Bush Furniture Bookcase,Furniture,Bookcases,425.06,1,0.2,-1.54,29.78,Lori West,Home Office,South,Louisiana,2022-08-21,2022-08-24
ORD-103152,Global Leather Chair,Furniture,Chairs,76.32,8,0.2,-0.85,24.05,Emily Copeland,Corporate,East,New York,2022-02-12,2022-02-14
ORD-103153,Lorell Mirror,Furniture,Furnishings,212.74,7,0.0,30.39,16.67,Janet King,Consumer,West,Utah,2023-04-27,2023-04-30
ORD-103154,HP LaserJet,Technology,Machines,399.05,4,0.0,72.4,30.94,Michele Hess,Consumer,East,Connecticut,2022-11-09,2022-11-13
ORD-103155,Sharp MX,Technology,Copiers,380.38,4,0.3,0.23,25.12,Jessica Smith,Consumer,West,Arizona,2021-08-16,2021-08-18
ORD-103156,Samsung Galaxy S22,Technology,Phones,211.67,5,0.5,-40.13,21.27,Diane Murphy,Corporate,Central,Wisconsin,2021-10-05,2021-10-07
ORD-103157,Samsung Galaxy S22,Technology,Phones,586.21,7,0.0,126.51,26.6,Joseph Rodriguez,Consumer,South,North Carolina,2022-11-20,2022-11-24
ORD-103158,Acco Binder Clips,Office Supplies,Fasteners,164.39,5,0.1,18.67,12.89,Erica Scott,Consumer,South,Tennessee,2021-08-06,2021-08-09
ORD-103159,Advantus Ring Binder,Furniture,Furnishings,424.88,7,0.1,6.24,33.77,Anthony Conley,Corporate,East,Pennsylvania,2022-06-07,2022-06-11
ORD-103160,Dixon Ticonderoga Pencils,Office Supplies,Art,129.47,8,0.3,-2.64,9.93,Michael Aguilar,Corporate,Central,Minnesota,2021-12-12,2021-12-15
ORD-103161,Ergon Chair,Furniture,Chairs,263.45,7,0.2,1.4,17.28,Jessica Chapman,Corporate,Central,Missouri,2022-01-06,2022-01-10
ORD-103162,Acco Binder Clips,Office Supplies,Fasteners,74.27,7,0.0,11.09,13.16,Rebecca Rubio,Home Office,South,Louisiana,2021-05-18,2021-05-22
ORD-103163,Canon Printer,Technology,Machines,327.3,9,0.0,69.04,24.08,Karen Dawson,Consumer,Central,Texas,2022-05-03,2022-05-08
ORD-103164,Ibico MB,Office Supplies,Binders,134.55,1,0.0,30.35,24.18,Dennis Mason,Consumer,South,Mississippi,2022-11-08,2022-11-11
ORD-103165,Jabra Headset,Technology,Accessories,620.91,1,0.2,-29.75,39.92,Jessica Dodson,Corporate,South,Georgia,2023-02-09,2023-02-12
ORD-103166,Avery Flexi-View,Office Supplies,Binders,75.82,4,0.0,15.59,27.48,Tina Williams,Consumer,South,Louisiana,2021-02-27,2021-03-01
ORD-103167,Samsung Galaxy S22,Technology,Phones,391.67,2,0.0,72.15,18.07,Christopher Thompson,Corporate,Central,Illinois,2021-03-29,2021-04-02
ORD-103168,Epson Scanner,Technology,Machines,520.55,3,0.3,-42.81,33.78,Nathan Bradshaw,Corporate,West,Colorado,2023-09-13,2023-09-16
ORD-103169,Steelcase Leap,Furniture,Chairs,326.68,9,0.4,-72.61,11.43,Michael Hughes,Home Office,East,Massachusetts,2023-10-01,2023-10-05
ORD-103170,Epson Scanner,Technology,Machines,261.86,7,0.1,24.7,23.96,Erica Scott,Consumer,South,Louisiana,2023-01-05,2023-01-09
ORD-103171,Advantus Ring Binder,Furniture,Furnishings,292.76,6,0.1,3.44,18.86,John Davis,Consumer,South,North Carolina,2022-09-10,2022-09-17
ORD-103172,Samsung Galaxy S22,Technology,Phones,415.08,3,0.0,76.28,35.77,Timothy Best,Consumer,West,Arizona,2021-09-02,2021-09-06
ORD-103173,Eldon Shelf,Furniture,Furnishings,258.12,10,0.1,21.59,28.12,Mary Lambert,Home Office,West,California,2021-06-02,2021-06-06
ORD-103174,Eldon Mobile,Office Supplies,Storage,52.58,10,0.3,-2.95,17.75,Crystal Williams DVM,Consumer,South,Alabama,2022-10-01,2022-10-05
ORD-103175,Canon imageRUNNER,Technology,Copiers,854.79,5,0.2,-27.27,30.59,Mark Chapman,Consumer,East,New Jersey,2023-04-17,2023-04-21
ORD-103176,Humanscale Chair,Furniture,Chairs,147.55,3,0.1,8.37,16.9,Kevin Wagner,Consumer,Central,Texas,2022-01-11,2022-01-13
ORD-103177,Ergon Chair,Furniture,Chairs,60.75,4,0.1,0.5,22.63,David Johnson,Home Office,East,Connecticut,2021-01-21,2021-01-23
ORD-103178,Bush Furniture Bookcase,Furniture,Bookcases,567.5,3,0.0,12.91,25.51,Timothy Ford,Consumer,South,Florida,2021-02-04,2021-02-09
ORD-103179,Zebra Label Printer,Technology,Machines,92.89,3,0.3,-12.54,18.92,Alexandria Cowan,Consumer,South,North Carolina,2022-12-15,2022-12-18
ORD-103180,Apple iPhone 14,Technology,Phones,553.74,4,0.0,130.81,34.39,Debra Andrade,Corporate,West,Utah,2021-05-13,2021-05-14
ORD-103181,Ricoh Aficio,Technology,Copiers,327.99,3,0.2,17.76,15.75,James Wong,Corporate,South,Georgia,2022-09-24,2022-09-29
ORD-103182,Logitech Keyboard,Technology,Accessories,632.44,7,0.3,18.57,33.81,Eric Chandler,Home Office,West,Utah,2022-12-01,2022-12-06
ORD-103183,Sanford Markers,Office Supplies,Art,82.12,2,0.0,8.62,29.76,Dr. Darren Mcneil,Home Office,Central,Texas,2022-11-06,2022-11-10
ORD-103184,Global Leather Chair,Furniture,Chairs,211.49,7,0.2,-17.2,32.57,Brandon Marsh,Consumer,South,Tennessee,2023-10-27,2023-11-01
ORD-103185,Bestar Folding Table,Furniture,Tables,278.93,5,0.0,25.27,13.78,Daniel Mccoy,Consumer,South,Mississippi,2022-09-15,2022-09-18
ORD-103186,Advantus Binder Clips,Office Supplies,Fasteners,125.8,4,0.2,15.56,8.42,Karen Charles,Consumer,West,Nevada,2023-10-04,2023-10-08
ORD-103187,Brother Fax Machine,Technology,Machines,382.53,2,0.1,59.26,19.89,Michael Moore,Consumer,South,Louisiana,2022-02-16,2022-02-18
ORD-103188,Bush Coat Rack,Furniture,Furnishings,352.92,7,0.0,36.43,17.73,Sandra Dean,Corporate,East,Massachusetts,2022-05-27,2022-05-29
ORD-103189,Staples Standard Envelopes,Office Supplies,Envelopes,119.01,1,0.4,-11.47,7.37,Carla Park,Corporate,West,Arizona,2022-08-22,2022-08-27
ORD-103190,Lorell Mirror,Furniture,Furnishings,556.94,2,0.1,-28.92,23.64,Ebony Adams,Consumer,Central,Minnesota,2021-09-05,2021-09-08
ORD-103191,Belkin USB Hub,Technology,Accessories,327.57,5,0.2,4.48,24.77,Brianna Warner,Home Office,South,Florida,2023-04-28,2023-05-03
ORD-103192,Stanley Staple Gun,Office Supplies,Fasteners,104.06,5,0.2,12.84,13.72,Nathan Jennings,Corporate,Central,Minnesota,2021-02-18,2021-02-23
ORD-103193,Sterilite Storage Box,Office Supplies,Storage,89.22,6,0.2,-0.99,5.23,Holly Smith,Corporate,West,Arizona,2023-09-11,2023-09-16
ORD-103194,Steelcase Leap,Furniture,Chairs,411.1,9,0.0,56.63,36.77,Sheryl Wright,Consumer,Central,Wisconsin,2021-03-11,2021-03-15
ORD-103195,Maco Labels,Office Supplies,Labels,27.86,2,0.0,6.12,15.97,Patrick Dixon,Corporate,East,New York,2023-01-17,2023-01-23
ORD-103196,Bush Furniture Bookcase,Furniture,Bookcases,119.18,9,0.0,7.96,30.66,Alex Walker,Corporate,South,Florida,2023-05-01,2023-05-04
ORD-103197,Belkin USB Hub,Technology,Accessories,265.55,10,0.1,37.3,31.33,Sharon Hansen,Consumer,East,New York,2021-10-06,2021-10-07
ORD-103198,Global Leather Chair,Furniture,Chairs,324.02,9,0.0,11.57,33.67,Michele Hess,Consumer,South,Georgia,2023-05-28,2023-06-04
ORD-103199,Nokia 5310,Technology,Phones,550.81,8,0.3,-72.54,36.67,James Wong,Consumer,East,New Jersey,2023-01-11,2023-01-14
ORD-103200,Steelcase Leap,Furniture,Chairs,349.61,10,0.0,20.73,20.59,Nathan Bradshaw,Home Office,Central,Michigan,2022-02-01,2022-02-05
ORD-103201,Jiffy Mailer,Office Supplies,Envelopes,78.3,4,0.2,6.67,5.92,Tina Williams,Corporate,South,Alabama,2021-01-12,2021-01-16
ORD-103202,Hon 4070 Chair,Furniture,Chairs,372.57,3,0.5,-86.87,32.07,Patrick Hardin,Consumer,West,Oregon,2022-12-26,2022-12-30
ORD-103203,IKEA KALLAX,Furniture,Bookcases,300.13,1,0.1,10.6,22.93,Jennifer Wilson,Corporate,South,Mississippi,2023-05-16,2023-05-21
ORD-103204,Zebra Label Printer,Technology,Machines,339.96,1,0.0,64.29,11.7,Sherri Holmes,Consumer,East,Virginia,2022-09-19,2022-09-20
ORD-103205,Acco Staple Remover,Office Supplies,Supplies,104.06,5,0.2,5.73,12.72,Lisa Christensen,Consumer,Central,Ohio,2021-04-24,2021-04-30
ORD-103206,Nokia 5310,Technology,Phones,121.4,9,0.0,23.86,20.96,Bridget Kirby,Consumer,Central,Illinois,2023-04-04,2023-04-09
ORD-103207,Samsung Galaxy S22,Technology,Phones,468.33,5,0.2,-6.56,31.53,Jerry Curtis,Consumer,East,New Jersey,2023-10-17,2023-10-19
ORD-103208,Samsung Galaxy S22,Technology,Phones,204.5,10,0.0,51.9,24.96,John Davis,Consumer,Central,Minnesota,2023-01-05,2023-01-09
ORD-103209,Sharp MX,Technology,Copiers,488.63,4,0.1,43.27,31.93,Keith Lewis,Corporate,East,Maryland,2022-08-02,2022-08-04
ORD-103210,Eldon Shelf,Furniture,Furnishings,173.56,10,0.4,-45.31,30.67,Kara Davis,Consumer,South,Mississippi,2023-05-08,2023-05-15
ORD-103211,Advantus Binder Clips,Office Supplies,Fasteners,131.68,9,0.0,29.88,18.08,Debra Andrade,Corporate,West,Arizona,2021-05-26,2021-05-31
ORD-103212,Navigator Paper,Office Supplies,Paper,72.38,3,0.2,6.19,19.8,Samantha Hendrix,Consumer,East,Connecticut,2022-08-18,2022-08-22
ORD-103213,Memorex Tape,Office Supplies,Supplies,63.94,9,0.0,18.86,4.4,William Clark,Corporate,West,Nevada,2022-02-23,2022-02-27
ORD-103214,Ergon Chair,Furniture,Chairs,472.34,2,0.3,-77.15,26.2,Nicole Jimenez,Consumer,Central,Illinois,2021-09-08,2021-09-11
ORD-103215,Deflect-o Stackable,Office Supplies,Storage,69.88,9,0.2,-4.95,25.01,Suzanne West,Corporate,South,Florida,2021-04-26,2021-04-29
ORD-103216,Ricoh Aficio,Technology,Copiers,172.95,10,0.3,-21.96,11.47,Taylor Sims,Consumer,South,North Carolina,2022-04-12,2022-04-14
ORD-103217,Konica Minolta,Technology,Copiers,431.63,5,0.3,-32.94,24.38,Carla Park,Corporate,South,Florida,2021-01-27,2021-01-30
ORD-103218,Eldon Shelf,Furniture,Furnishings,148.56,8,0.4,-34.77,24.82,Emily Copeland,Consumer,West,Nevada,2021-12-25,2021-12-28
ORD-103219,Hon 10500 Table,Furniture,Tables,370.64,5,0.5,-101.41,18.44,Sheryl Wright,Consumer,Central,Missouri,2021-07-14,2021-07-18
ORD-103220,Staples Standard Envelopes,Office Supplies,Envelopes,29.21,1,0.2,1.57,25.63,Matthew Molina,Home Office,South,Louisiana,2023-11-28,2023-12-02
ORD-103221,Avery Heavy Duty Binder,Office Supplies,Binders,45.73,4,0.1,8.46,13.21,Stephanie Ramirez,Consumer,Central,Wisconsin,2023-01-19,2023-01-25
ORD-103222,Konica Minolta,Technology,Copiers,535.46,9,0.0,72.34,30.14,Sheila Logan,Consumer,East,Maryland,2022-10-17,2022-10-20
ORD-103223,Nokia 5310,Technology,Phones,287.43,3,0.3,-23.87,17.39,William Smith,Consumer,West,Oregon,2022-02-19,2022-02-23
ORD-103224,Acco Binder Clips,Office Supplies,Fasteners,17.91,9,0.1,2.81,9.95,Jessica Smith,Corporate,South,Georgia,2023-05-28,2023-05-30
ORD-103225,Memorex Tape,Office Supplies,Supplies,81.27,8,0.3,2.32,29.97,Douglas Rodriguez,Consumer,Central,Illinois,2023-01-07,2023-01-09
ORD-103226,Global Leather Chair,Furniture,Chairs,178.19,8,0.0,12.3,9.54,Angela Hubbard,Home Office,West,Oregon,2021-10-01,2021-10-04
ORD-103227,Lorell Glass Table,Furniture,Tables,129.22,8,0.1,-3.9,27.33,Michele Hess,Home Office,South,Alabama,2023-12-12,2023-12-16
ORD-103228,Epson Scanner,Technology,Machines,220.88,7,0.1,33.09,22.83,Cory Gibson,Corporate,South,Alabama,2022-03-18,2022-03-22
ORD-103229,Dixon Ticonderoga Pencils,Office Supplies,Art,67.66,4,0.0,15.31,24.7,Amy Reyes,Corporate,Central,Illinois,2022-01-23,2022-01-29
ORD-103230,Rubbermaid Tote,Office Supplies,Storage,77.82,2,0.4,-12.72,14.29,Michele Hess,Corporate,Central,Texas,2021-01-02,2021-01-07
ORD-103231,Anker Charger,Technology,Accessories,383.07,1,0.4,-42.15,20.03,Eric Chandler,Consumer,West,California,2022-12-01,2022-12-04
ORD-103232,Staedtler Pens,Office Supplies,Art,51.35,5,0.4,-3.06,4.27,Brianna Warner,Consumer,West,Nevada,2022-04-06,2022-04-07
ORD-103233,Fellowes Storage Case,Office Supplies,Storage,62.81,10,0.2,2.25,21.92,Taylor Sims,Consumer,South,Florida,2023-07-04,2023-07-08
ORD-103234,Kraft Envelopes,Office Supplies,Envelopes,106.98,9,0.0,19.99,13.03,Jason Clark,Home Office,South,Georgia,2021-07-09,2021-07-11
ORD-103235,Bestar Folding Table,Furniture,Tables,314.51,9,0.1,1.34,23.35,Samantha Hernandez,Consumer,East,Connecticut,2022-03-07,2022-03-10
ORD-103236,Maco Labels,Office Supplies,Labels,94.14,1,0.3,-13.09,12.81,William Clark,Consumer,West,California,2022-08-16,2022-08-19
ORD-103237,Canon imageRUNNER,Technology,Copiers,117.25,5,0.2,5.96,19.27,Randy Terry,Home Office,East,Pennsylvania,2021-03-27,2021-03-29
ORD-103238,Stanley Staple Gun,Office Supplies,Fasteners,123.19,5,0.3,-8.07,24.56,Samantha Hendrix,Consumer,East,Maryland,2022-08-05,2022-08-10
ORD-103239,Google Pixel 7,Technology,Phones,370.96,3,0.5,-76.14,36.64,Lori West,Corporate,South,Georgia,2021-03-12,2021-03-15
ORD-103240,Advantus Binder Clips,Office Supplies,Fasteners,112.18,8,0.2,-4.64,30.26,Rebecca Lewis,Consumer,Central,Missouri,2023-12-10,2023-12-13
ORD-103241,Kraft Envelopes,Office Supplies,Envelopes,61.65,9,0.1,7.61,5.22,Drew Salazar,Consumer,East,Maryland,2023-02-14,2023-02-16
ORD-103242,Xerox Multi-Use Paper,Office Supplies,Paper,112.5,2,0.1,29.8,21.79,Kayla Hooper,Consumer,South,Florida,2023-04-30,2023-05-04
ORD-103243,Avery Flexi-View,Office Supplies,Binders,82.7,7,0.0,12.38,17.93,Timothy Robertson,Consumer,West,Oregon,2022-11-19,2022-11-21
ORD-103244,Bestar Folding Table,Furniture,Tables,358.27,5,0.0,59.49,15.87,Joel Simmons,Consumer,East,Massachusetts,2022-08-13,2022-08-16
ORD-103245,Sauder Bookcase,Furniture,Bookcases,322.96,8,0.3,-59.85,26.11,John Davis,Home Office,South,Florida,2023-12-11,2023-12-15
ORD-103246,Motorola Edge,Technology,Phones,563.28,2,0.0,120.08,23.44,Sheryl Wright,Consumer,East,Virginia,2023-02-07,2023-02-08
ORD-103247,Memorex Tape,Office Supplies,Supplies,57.17,6,0.0,13.67,26.02,Jennifer Moyer,Corporate,Central,Michigan,2022-04-01,2022-04-05
